"A","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q27","Q28","Q29","Q30","Q31","Q32","Q33","Q34","Q35","Q36","Q37","Q38","Q39","Q40","elapse","NPI_Score","AR","gender","age"
10938,2,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,1,149,1.675,,1,30
10939,1,2,2,1,2,1,2,1,2,1,2,1,1,2,1,2,2,1,1,1,2,2,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,368,1.55,,1,24
10940,2,2,2,1,2,2,1,2,2,2,2,1,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,1,2,1,2,1,2,2,2,2,2,390,1.625,,1,30
10941,1,2,1,1,1,2,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,2,1,2,1,1,2,2,268,1.525,,2,23
10942,1,2,2,1,2,2,1,2,1,2,1,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2,0,233,1.55,,1,40
10943,2,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,1,2,357,1.625,,2,15
10944,1,2,2,1,1,2,2,1,2,2,2,1,2,1,2,1,1,1,2,1,2,1,1,1,2,2,1,2,1,1,1,1,2,2,1,2,1,1,1,2,417,1.45,,2,18
10945,1,2,1,2,2,1,2,1,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,1,2,1,1,1,2,1,1,2,1,1,2,1,2,223,1.475,,1,35
10946,1,2,2,1,1,2,1,1,1,2,2,1,2,2,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,1,279,1.5,,2,47
10947,1,2,2,1,2,1,2,1,2,1,2,2,1,2,1,1,2,2,1,1,2,0,2,1,1,1,2,2,1,2,1,1,2,1,2,2,2,2,1,2,254,1.5,,2,21
10948,1,2,2,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,247,1.45,,1,22
10949,1,1,2,2,2,1,1,1,2,2,1,2,1,2,2,1,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,1,202,1.45,,1,20
10950,1,2,2,1,2,2,1,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,1,2,2,1,1,1,2,2,1,2,1,1,1,1,1,2,2,2,310,1.525,,1,22
10951,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,244,1.55,,2,26
10952,1,2,1,2,2,1,2,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,236,1.375,,1,19
10953,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,2,1,1,2,2,2,2,1,143,1.5,,2,26
10954,2,2,2,1,1,1,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,258,1.55,,1,42
10955,2,2,2,1,1,2,1,2,2,1,2,1,2,2,1,2,2,1,2,2,2,1,1,1,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,1,438,1.6,,1,17
10956,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,827,1.55,,1,53
10957,1,2,1,1,2,1,2,1,2,2,2,2,1,1,2,1,1,2,2,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,357,1.375,,1,39
10958,2,2,2,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,1,1,378,1.5,,1,47
10959,2,2,2,1,2,1,1,2,2,2,2,1,2,2,1,2,2,1,1,1,2,1,1,2,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2,231,1.625,,1,36
10960,1,2,1,2,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,333,1.6,,1,16
10961,1,2,2,1,2,2,1,1,2,2,1,2,1,2,1,1,2,1,1,1,2,2,2,2,2,1,2,1,2,1,1,2,1,1,2,2,1,2,1,2,194,1.525,,1,24
10962,2,2,2,1,2,1,1,1,2,2,2,1,2,1,1,1,1,2,2,1,2,1,1,0,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,1,423,1.525,,1,28
10963,2,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,258,1.65,,2,35
10964,1,2,2,1,1,2,1,1,1,1,1,2,2,2,1,2,1,1,2,1,2,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,2,2,2,1,226,1.475,,1,19
10965,2,2,2,1,2,2,1,2,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,214,1.6,,1,19
10966,1,2,1,1,2,2,2,1,2,2,1,2,2,2,1,1,2,1,1,1,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,730,1.55,,1,41
10967,2,2,2,1,2,2,1,1,2,1,2,2,1,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,1,2,172,1.6,,1,23
10968,1,2,2,1,2,2,1,1,2,2,1,2,1,2,2,1,2,1,2,1,1,1,2,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,1338845128,1.625,,1,57
10969,2,2,2,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,199,1.55,,1,31
10970,1,2,2,1,2,2,1,2,2,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,2,2,1,2,1,2,246,1.475,,1,21
10971,2,1,2,2,1,1,2,1,2,2,2,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,2,2,2,267,1.5,,1,52
10972,1,2,2,2,1,1,1,1,2,2,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,2,2,1,1,2,2,2,1,1,1,1,2,1,2,1,344,1.45,,2,39
10973,2,2,2,1,1,1,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,1,248,1.525,,1,43
10974,2,2,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,1,633,1.575,,1,51
10975,2,2,2,1,1,2,1,2,1,2,2,2,2,2,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,190,1.675,,1,32
10976,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,2,1,1,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,1,1,198,1.525,,2,41
10977,2,2,2,1,1,2,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,2,1,2,178,1.675,,1,24
10978,1,2,2,1,2,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,218,1.575,,1,49
10979,1,2,2,1,1,1,1,1,2,1,2,2,2,2,1,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,269,1.55,,2,55
10980,2,2,2,1,1,2,1,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,192,1.6,,2,30
10981,1,2,2,1,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,0,532,1.5,,1,68
10982,2,2,2,1,1,1,1,1,2,1,2,1,2,1,1,2,1,2,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,2,1,2,1,2,1,2,346,1.4,,1,32
10983,1,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,2,1,2,1,1,2,2,2,2,2,1,1,1,1,2,1,1,2,1,2,2,2,191,1.55,,2,25
10984,1,2,2,1,1,2,2,2,1,1,1,2,2,2,1,2,1,2,1,2,2,1,1,1,2,2,2,1,2,1,2,1,2,2,1,2,0,2,2,1,236,1.525,,1,52
10985,2,2,2,1,2,2,1,2,2,1,1,1,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,1,2,1,2,1,2,2,2,190,1.575,,1,31
10986,1,2,2,1,2,2,1,1,1,2,1,2,2,2,1,2,1,1,2,1,2,2,1,2,2,1,2,1,1,2,1,1,2,2,1,2,1,2,2,1,300,1.525,,1,23
10987,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,176,1.6,,2,47
10988,2,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,288,1.55,,1,36
10989,1,2,2,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,1,1,2,1,1,2,1,2,2,2,1,337,1.425,,2,68
10990,2,1,1,1,1,2,1,2,2,1,2,1,2,2,1,2,1,2,1,1,2,1,1,2,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,142,1.5,,2,37
10991,1,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1,1,411,1.525,,1,32
10992,1,1,2,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,170,1.525,,1,37
10993,2,2,2,1,2,1,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,1,1,2,1,2,2,2,2,1,250,1.5,,1,41
10994,2,2,2,1,2,2,2,2,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,1,2,1,1,2,1,2,2,2,2,1,189,1.525,,2,62
10995,2,2,2,1,2,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,0,2,1,1,2,2,1,2,1,2,1,2,311,1.425,,1,20
10996,2,1,1,1,2,2,1,2,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,1,1,447,1.425,,1,55
10997,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,1,2,1,1,2,411,1.45,,2,28
10998,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1,2,1,1,2,2,2,2,1,1,1,2,1,1,1,2,2,2,2,1,2,286,1.55,,2,33
10999,2,2,2,1,2,2,1,1,2,1,2,1,2,2,1,2,1,2,2,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1,2,489,1.625,,1,32
11000,1,2,2,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,2,1,2,1,1,2,2,1,2,1,1,1,2,1,2,2,1,2,2,2,2,2,7568,1.575,,1,38
11001,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,1,2,1,2,2,1,1,2,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1162,1.625,,1,82
11002,2,2,2,1,1,2,2,1,1,1,2,1,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,1,2,1,2,2,1,526,1.525,,1,26
11003,1,2,2,1,1,1,1,2,1,2,1,1,2,2,1,1,1,0,1,1,2,1,1,2,2,1,2,1,2,0,2,1,2,2,1,2,2,2,1,1,212,1.375,,2,59
11004,1,1,2,2,2,2,1,1,2,1,0,1,2,2,2,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,0,1,1,2,2,2,1,210,1.35,,1,18
11005,2,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,1,2,2,154,1.525,,1,20
11006,2,2,2,1,1,1,1,0,1,2,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,1,1,1,2,1,2,1,2,2,2,316,1.45,,2,20
11007,2,2,2,1,1,2,1,1,2,1,2,2,2,2,1,2,2,2,1,1,2,1,1,1,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,238,1.6,,1,22
11008,2,2,2,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,1,367,1.425,,1,45
11009,2,2,2,1,1,2,1,2,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,204,1.55,,1,50
11010,1,1,1,2,2,2,1,2,2,2,1,1,2,2,1,2,1,2,2,1,1,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,222,1.425,,1,18
11011,2,2,2,1,2,2,1,1,1,1,2,1,2,2,1,1,1,2,1,1,2,2,1,1,1,1,2,1,2,2,2,1,1,2,1,2,2,2,2,1,460,1.5,,1,34
11012,1,2,2,1,1,2,2,1,1,2,2,1,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,1,265,1.55,,2,29
11013,2,2,2,1,1,2,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2,1,1,2,2,1,2,2,1,1,1,1,2,2,1,2,1,2,2,1,169,1.475,,2,27
11014,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,237,1.55,,1,32
11015,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,2,2,1,1,2,1,1,1,1,2,2,1,2,1,1,2,1,2,1,2,1,2,2,2,419,1.575,,1,43
11016,1,2,2,1,1,2,1,1,1,2,1,1,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,1,2,2,1,1,2,1,2,2,2,2,1,566,1.475,,2,57
11017,1,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,2,1,2,1,1,1,2,1,1,2,1,1,1,1,2,237,1.425,,2,30
11018,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2,356,1.55,,1,23
11019,1,1,2,1,1,2,1,2,1,1,1,2,2,1,1,2,1,1,2,2,2,1,1,2,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2,2,159,1.525,,1,34
11020,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,241,1.575,,2,54
11021,1,1,2,2,1,2,2,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,462,1.45,,2,21
11022,1,2,2,1,1,2,1,1,1,2,1,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,247,1.525,,1,73
11023,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,230,1.675,,2,30
11024,2,2,2,2,2,2,1,1,2,2,2,1,1,2,1,1,2,2,1,1,2,1,1,2,1,2,1,1,2,1,2,2,1,2,2,1,1,2,2,2,281,1.575,,1,27
11025,1,2,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2,1,323,1.5,,2,55
11026,2,2,2,1,1,2,1,2,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,192,1.525,,1,31
11027,1,2,2,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,261,1.525,,1,27
11028,1,1,1,2,1,2,1,1,2,1,1,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2,1,1,2,2,1,2,1,1,2,2,2,1,2,378,1.525,,1,51
11029,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,0,2,2,2,1,2,1,1,2,2,2,2,1,2,2,1,216,1.35,,1,20
11030,2,2,2,1,2,2,1,2,1,1,2,1,2,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,248,1.55,,2,65
11031,1,2,2,1,2,2,1,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,2,1,2,2,1,2,1,2,2,2,186,1.55,,2,30
11032,1,2,2,1,1,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,363,1.525,,1,51
11033,2,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,2,1,2,1,2,2,1,276,1.475,,2,20
11034,1,1,2,1,2,0,2,2,2,2,1,1,2,2,1,2,1,1,2,2,2,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,2,256,1.475,,1,33
11035,2,1,2,2,2,1,2,1,2,2,2,1,1,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1,2,1,2,1,2,1,1,1,2,233,1.575,,1,22
11036,2,2,2,1,2,1,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,154,1.475,,1,29
11037,1,2,2,1,1,2,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2,1,1,1,2,1,2,2,1,2,1,1,2,2,187,1.55,,2,17
11038,2,2,2,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,0,2,1,1,1,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,1,145,1.45,,1,24
11039,1,1,2,1,2,2,2,1,2,1,1,1,2,2,1,2,1,1,1,2,2,1,1,2,2,2,2,1,2,1,2,1,0,2,1,2,2,2,2,2,477,1.525,,1,42
11040,1,2,2,1,2,2,2,1,2,2,1,1,1,2,1,1,2,1,1,1,2,2,1,2,1,2,2,1,2,1,1,2,1,1,1,2,2,2,1,2,436,1.5,,1,28
11041,1,2,2,1,1,2,1,1,1,2,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,2,2,1,2,2,2,2,1,315,1.525,,2,51
11042,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,452,1.55,,1,38
11043,2,2,2,1,1,2,1,1,2,1,2,1,2,2,1,2,1,2,1,1,2,1,1,1,2,2,2,1,2,1,1,1,1,2,2,1,1,2,1,1,235,1.45,,2,50
11044,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,2,2,1,1,2,2,2,1,2,1,317,1.6,,1,19
11045,1,1,2,2,2,1,2,2,2,1,2,2,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2,2,188,1.625,,2,24
11046,2,2,2,1,1,2,2,1,2,1,2,2,2,2,1,2,1,2,1,1,2,2,1,2,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2,1,202,1.625,,2,22
11047,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,1,2,1,1,2,1,1,2,2,1,2,1,166,1.625,,1,22
11048,1,2,2,1,1,2,1,2,1,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,484,1.475,,1,20
11049,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,1,2,2,1,2,1,1,1,1,2,1,1,2,156,1.375,,1,44
11050,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,294,1.475,,2,31
11051,2,2,1,1,1,2,1,1,1,2,1,2,2,2,1,2,2,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2,1,243,1.55,,2,55
11052,2,2,2,1,1,2,1,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,2,1,341,1.5,,1,21
11053,1,1,2,1,1,2,2,1,2,0,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,1,2,1,2,2,2,1,2,171,1.525,,1,25
11054,1,2,2,1,2,2,1,2,1,2,1,2,2,2,1,2,2,1,1,2,2,1,1,2,2,1,2,1,2,2,1,2,1,2,1,2,2,2,2,1,275,1.6,,1,34
11055,1,1,2,2,2,1,2,1,2,2,1,1,1,1,2,1,1,2,2,2,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,183,1.4,,1,28
11056,1,1,2,1,2,1,1,1,2,2,2,2,1,2,2,2,1,2,1,1,2,1,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,324,1.575,,1,35
11057,2,2,1,1,2,2,1,1,2,1,2,2,2,2,1,2,1,1,2,1,1,2,1,2,2,1,2,2,1,2,2,1,2,1,1,2,2,1,1,1,392,1.525,,2,26
11058,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,176,1.55,,2,54
11059,2,2,2,2,2,2,2,1,1,2,1,1,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,0,2,1,2,1,1,329,1.575,,2,55
11060,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,1,2,1,2,2,1,2,2,1,2,1,1,2,2,1,2,2,1,2,2,1,2,1,459,1.6,,2,27
11061,2,2,2,1,1,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,2,1,2,1,2,2,1,370,1.5,,2,49
11062,1,1,2,1,1,2,1,1,2,1,1,2,2,2,1,2,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,1,2,2,1,2,1,2,2,1,132,1.475,,2,16
11063,1,2,2,1,1,2,1,1,1,2,2,2,2,2,1,2,2,1,1,1,2,2,1,2,2,2,0,1,2,1,2,1,1,2,1,1,1,2,2,2,239,1.5,,2,16
11064,2,2,2,1,2,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,2,2,1,1,2,2,2,1,1,2,2,1,2,2,1,2,2,2,2,1,179,1.55,,2,18
11065,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,1,2,2,1,1,2,1,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,2,141,1.475,,2,26
11066,1,2,2,1,1,2,1,2,1,1,2,1,2,2,1,2,1,1,1,1,2,2,1,1,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,1,255,1.5,,2,22
11067,1,2,1,1,2,1,1,2,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,1,2,1,2,1,2,2,2,1,2,339,1.5,,1,32
11068,1,1,2,1,2,2,2,2,1,1,1,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,2,1,1,1,2,1,1,1,1,2,2,2,2,1,201,1.475,,2,20
11069,2,2,2,1,1,2,1,1,2,2,2,2,2,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,2,319,1.55,,1,61
11070,2,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,2,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,1,2,2,1,215,1.625,,1,19
11071,2,1,1,1,1,0,2,2,2,1,2,2,2,2,0,2,2,2,1,1,2,1,1,2,2,1,2,1,1,2,2,1,1,1,1,2,2,2,2,2,246,1.5,,2,32
11072,2,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,2,1,2,1,1,2,2,1,2,2,1,2,2,2,1,1,130,1.425,,1,39
11073,1,2,2,1,2,1,1,1,2,2,1,1,1,2,1,1,2,1,2,1,1,2,1,2,2,2,1,2,1,1,1,2,1,2,1,1,1,2,1,2,328,1.425,,1,20
11074,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,2,2,2,2,1,1,2,1,1,2,2,1,2,1,2,2,1,275,1.45,,1,23
11075,2,2,2,1,1,2,1,1,1,1,2,2,2,2,1,1,1,2,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,197,1.55,,1,21
11076,2,2,2,1,2,2,1,1,1,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,1,227,1.5,,2,32
11077,1,2,2,1,1,1,1,2,1,2,1,1,2,2,1,2,2,2,1,0,2,1,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,1,224,1.525,,1,24
11078,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,0,1,2,2,1,2,1,1,1,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,178,1.55,,2,43
11079,2,2,2,2,2,1,2,2,2,1,2,1,2,1,1,2,1,2,1,1,2,1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,1,2,1,2,302,1.525,,1,21
11080,2,2,1,1,2,2,1,2,2,2,1,1,2,2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,2,1,2,2,2,1,1,1360,1.475,,1,26
11081,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,1,1,297,1.55,,1,30
11082,1,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,0,2,2,1,0,2,1,1,2,2,2,1,1,1,2,2,1,1,1,2,1,2,1,2,201,1.475,,2,16
11083,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,2,1,2,1,2,1,2,2,1,2,2,1,2,218,1.425,,1,55
